question,ground_truth,redis_key,source,corpus_chunk_index,hybrid_rrf_hit@10,hybrid_rrf_gold_rank_in_topk,hybrid_rrf_retrieved_redis_keys,dense_top10_redis_keys,bm25_top10_redis_keys
喝咖啡时如果正在服用利尿剂，可能会出现什么风险？,咖啡因是天然利尿剂，与氢氯噻嗪、呋塞米等利尿剂同服会加速肾脏血流，增加钠、钾和水分排出，可能导致低钾血症，引发四肢麻木、乏力等症状。,qwen3:2376,科普中国,2376,1,3,qwen3:1871|qwen3:2371|qwen3:2376|qwen3:1869|qwen3:840|qwen3:2382|qwen3:1637|qwen3:2172|qwen3:2095|qwen3:304,qwen3:1871|qwen3:1869|qwen3:2371|qwen3:1637|qwen3:2376|qwen3:304|qwen3:2763|qwen3:1870|qwen3:1872|qwen3:1755,qwen3:1871|qwen3:840|qwen3:2382|qwen3:2172|qwen3:2095|qwen3:1293|qwen3:2371|qwen3:2376|qwen3:1689|qwen3:2764
如何评估在研药物是否为代谢酶的抑制剂？,"应评估在研药物是否对常见CYP酶（如CYP1A2、CYP2B6、CYP2C8、CYP2C9、CYP2C19、CYP2D6和CYP3A）产生可逆性抑制或时间依赖性抑制（TDI）。通过计算AUC预测比值R1（可逆性抑制）或R2（TDI），若R1≥1.02、R2≥1.25或R1,gut≥11，则需进一步开展临床药物相互作用研究。体外试验的具体要求详见附录3。",qwen3:966,凡默谷,966,1,5,qwen3:916|qwen3:917|qwen3:967|qwen3:3082|qwen3:966|qwen3:122|qwen3:3083|qwen3:133|qwen3:3092|qwen3:123,qwen3:967|qwen3:916|qwen3:3083|qwen3:3082|qwen3:966|qwen3:123|qwen3:917|qwen3:954|qwen3:965|qwen3:3081,qwen3:122|qwen3:916|qwen3:917|qwen3:133|qwen3:3092|qwen3:975|qwen3:3082|qwen3:966|qwen3:124|qwen3:967
阿莫达非尼与利培酮联用时，是否会影响利培酮及其活性代谢产物的血药浓度？,是的，阿莫达非尼可使利培酮的关键药代动力学指标降低约50%，其活性代谢产物帕利哌酮（9-羟利培酮）降低20-30%。尽管帕利哌酮主要不经肝酶代谢，但研究显示阿莫达非尼仍能诱导其代谢，提示联用时可能降低两者血药水平，存在升高复发风险的可能。,qwen3:1593,医脉通精神科,1593,1,1,qwen3:1593|qwen3:1592|qwen3:1594|qwen3:419|qwen3:1114|qwen3:1591|qwen3:1965|qwen3:791|qwen3:559|qwen3:1864,qwen3:1593|qwen3:1592|qwen3:1114|qwen3:1965|qwen3:559|qwen3:1864|qwen3:1115|qwen3:1032|qwen3:1594|qwen3:419,qwen3:1592|qwen3:1593|qwen3:1591|qwen3:791|qwen3:1594|qwen3:792|qwen3:787|qwen3:419|qwen3:2548|qwen3:836
周鹏医生在心血管疾病领域有哪些专业特长？,周鹏医生擅长心血管常见病、多发病和疑难病的诊治，对妊娠合并心血管病等科间问题的处理有丰富经验，在心血管疾病急危重症和身心医学领域有较深造诣。,qwen3:2987,逻辑医学,2987,1,1,qwen3:2987|qwen3:1679|qwen3:1756|qwen3:1861|qwen3:1678|qwen3:1862|qwen3:2066|qwen3:1670|qwen3:7|qwen3:1857,qwen3:2987|qwen3:1679|qwen3:1861|qwen3:1862|qwen3:1670|qwen3:1857|qwen3:852|qwen3:851|qwen3:1780|qwen3:2747,qwen3:2987|qwen3:1756|qwen3:1678|qwen3:2066|qwen3:7|qwen3:843|qwen3:2172|qwen3:1823|qwen3:307|qwen3:1679
如何使用Medscape查询门冬胰岛素和阿托伐他汀是否存在药物相互作用？,进入Medscape官网，点击Drugs&Diseases，再点击Drug Interaction Checker，在检索框分别输入insulin和atorvastatin并选择对应药物，系统显示“No Interaction Found”，说明两者无药物相互作用。,qwen3:2953,诺和诺德医学资讯,2953,1,1,qwen3:2953|qwen3:2951|qwen3:571|qwen3:2955|qwen3:517|qwen3:1149|qwen3:460|qwen3:1731|qwen3:35|qwen3:573,qwen3:2953|qwen3:2951|qwen3:2955|qwen3:517|qwen3:460|qwen3:35|qwen3:571|qwen3:2908|qwen3:259|qwen3:1350,qwen3:2951|qwen3:2953|qwen3:571|qwen3:1149|qwen3:1731|qwen3:573|qwen3:1101|qwen3:209|qwen3:2141|qwen3:1828
服药期间能不能吃柚子或其他柑橘类水果？,服药期间，尤其是服用避孕药、降压药、抗过敏药或安眠药时，应避免食用柚子及其他柑橘类水果，因为可能影响药效或加重不良反应。建议服药前后72小时内不要食用柚子，也尽量避免短时间内大量摄入柑橘类或橙子类水果。,qwen3:10,39健康网,10,1,2,qwen3:1819|qwen3:10|qwen3:313|qwen3:874|qwen3:258|qwen3:2500|qwen3:11|qwen3:311|qwen3:9|qwen3:1820,qwen3:258|qwen3:2500|qwen3:311|qwen3:10|qwen3:313|qwen3:1819|qwen3:1841|qwen3:874|qwen3:876|qwen3:221,qwen3:1819|qwen3:11|qwen3:9|qwen3:10|qwen3:1820|qwen3:2498|qwen3:874|qwen3:2489|qwen3:2122|qwen3:313
硝酸甘油应该如何正确保存？,硝酸甘油不宜贴身放置，应置于阴凉处避光保存。打开后需注明开瓶时间，使用期限最长为6个月。,qwen3:362,丁香园用药指南,362,1,1,qwen3:362|qwen3:838|qwen3:361|qwen3:359|qwen3:837|qwen3:316|qwen3:1218|qwen3:360|qwen3:317|qwen3:2790,qwen3:362|qwen3:361|qwen3:838|qwen3:359|qwen3:1218|qwen3:360|qwen3:2790|qwen3:1219|qwen3:837|qwen3:2826,qwen3:838|qwen3:361|qwen3:362|qwen3:316|qwen3:837|qwen3:317|qwen3:501|qwen3:834|qwen3:359|qwen3:2395
哪些抗菌药物类别被列在爱肝一生微课堂的片段中？,片段中列出的抗菌药物类别包括：β-内酰胺类、氨基糖苷类、氯霉素、大环内酯类、四环素类、多粘菌素类、抗结核药、(去甲)万古霉素、甲硝唑、呋喃类、喹诺酮类、磺胺药和抗真菌药。,qwen3:2192,爱肝一生微课堂,2192,1,2,qwen3:2078|qwen3:2192|qwen3:1442|qwen3:2066|qwen3:2663|qwen3:1756|qwen3:8|qwen3:1680|qwen3:2809|qwen3:1819,qwen3:2078|qwen3:1442|qwen3:2663|qwen3:8|qwen3:2809|qwen3:2996|qwen3:2827|qwen3:1930|qwen3:2654|qwen3:2767,qwen3:2192|qwen3:2066|qwen3:1756|qwen3:1680|qwen3:1819|qwen3:9|qwen3:842|qwen3:2676|qwen3:2488|qwen3:1808
hsa-miR-3173如何影响紫杉醇对肿瘤细胞的作用？,hsa-miR-3173可能通过下调通路中的关键靶基因，增强紫杉醇对肿瘤细胞的杀伤效果，该推测得到了富集分析结果的支持，并为后续体外实验提供了分子机制依据。,qwen3:28,AI_for_BioX,28,1,1,qwen3:28|qwen3:27|qwen3:646|qwen3:2717|qwen3:2709|qwen3:684|qwen3:1062|qwen3:647|qwen3:641|qwen3:1073,qwen3:28|qwen3:27|qwen3:2709|qwen3:684|qwen3:2717|qwen3:641|qwen3:646|qwen3:846|qwen3:1064|qwen3:686,qwen3:27|qwen3:28|qwen3:646|qwen3:1062|qwen3:647|qwen3:1073|qwen3:2717|qwen3:636|qwen3:1070|qwen3:2709
柑橘属中药如陈皮、枳壳等可能与哪些类型的药物发生相互作用？,柑橘属中药如陈皮、枳壳、枳实等因含有与葡萄柚相似的化学成分，可能与钙通道阻滞剂、免疫抑制剂、抗组胺药等多种药物发生药代动力学或药效学相互作用。,qwen3:1069,凡默谷,1069,1,1,qwen3:1069|qwen3:1072|qwen3:1070|qwen3:1068|qwen3:1075|qwen3:1074|qwen3:1073|qwen3:1071|qwen3:311|qwen3:1756,qwen3:1069|qwen3:1072|qwen3:1070|qwen3:1068|qwen3:1075|qwen3:1074|qwen3:1073|qwen3:1071|qwen3:311|qwen3:314,qwen3:1069|qwen3:1072|qwen3:1068|qwen3:1070|qwen3:1074|qwen3:1075|qwen3:1073|qwen3:1071|qwen3:1756|qwen3:842
在评价在研药物作为代谢酶底物的药物相互作用时，什么情况下需要进一步研究中等或弱抑制剂/诱导剂的DDI？,如果在研药物与强效指针抑制剂和诱导剂的临床DDI研究中发现有临床意义的DDI，则需进一步评价中等或弱抑制剂/诱导剂的DDI。,qwen3:141,GMP办公室,141,1,5,qwen3:934|qwen3:933|qwen3:916|qwen3:929|qwen3:141|qwen3:997|qwen3:3100|qwen3:120|qwen3:983|qwen3:966,qwen3:916|qwen3:934|qwen3:997|qwen3:120|qwen3:966|qwen3:1009|qwen3:3082|qwen3:123|qwen3:933|qwen3:3102,qwen3:929|qwen3:141|qwen3:3100|qwen3:983|qwen3:136|qwen3:3095|qwen3:978|qwen3:933|qwen3:934|qwen3:944
美沙酮与西美普韦/索福布韦联合使用时为何可能导致戒断症状？,虽然单独使用西美普韦或索非布韦未改变美沙酮暴露水平，但联合使用含这两种药物的HCV方案曾报告引起美沙酮戒断病例。由于体外数据显示美沙酮是CYP3A4底物，但体内对CYP3A扰动不敏感，而CYP2B6在美沙酮代谢中起重要作用，因此联合用药可能通过影响CYP2B6等途径产生净效应，导致戒断症状。,qwen3:2335,研如玉,2335,1,2,qwen3:1972|qwen3:2335|qwen3:2332|qwen3:2333|qwen3:2053|qwen3:583|qwen3:2318|qwen3:2322|qwen3:2329|qwen3:1971,qwen3:2322|qwen3:1972|qwen3:2332|qwen3:2333|qwen3:2545|qwen3:2053|qwen3:583|qwen3:2335|qwen3:2318|qwen3:2334,qwen3:2335|qwen3:1972|qwen3:2329|qwen3:1971|qwen3:2053|qwen3:583|qwen3:2333|qwen3:2332|qwen3:2318|qwen3:2321
奥利司他的主要作用机制和常见不良反应是什么？,奥利司他是胰脂肪酶抑制剂，可减少肠粘膜对膳食中脂肪的吸收。其最常见的不良反应是轻度和一过性的胃肠道不良反应。,qwen3:2130,浙大一院,2130,1,2,qwen3:2265|qwen3:2130|qwen3:1027|qwen3:2129|qwen3:2263|qwen3:33|qwen3:1526|qwen3:3069|qwen3:1954|qwen3:1367,qwen3:2265|qwen3:1027|qwen3:2263|qwen3:1526|qwen3:1954|qwen3:2909|qwen3:630|qwen3:2793|qwen3:355|qwen3:2965,qwen3:2130|qwen3:2129|qwen3:33|qwen3:3069|qwen3:1367|qwen3:2764|qwen3:2153|qwen3:2908|qwen3:1037|qwen3:1041
开始服用新药前应该注意什么？,在准备开始吃新的药物时，应先询问医生关于药物的副作用以及可能与其他药物的相互作用，做到心中有数，从容应对。,qwen3:1880,心血管权威发布,1880,1,1,qwen3:1880|qwen3:1271|qwen3:3150|qwen3:1286|qwen3:2077|qwen3:3159|qwen3:2158|qwen3:393|qwen3:1823|qwen3:762,qwen3:1880|qwen3:3150|qwen3:2077|qwen3:2158|qwen3:1823|qwen3:2760|qwen3:566|qwen3:2599|qwen3:2612|qwen3:2173,qwen3:1271|qwen3:1286|qwen3:3159|qwen3:393|qwen3:762|qwen3:1582|qwen3:770|qwen3:1660|qwen3:2172|qwen3:1652
